,GYN,Adeno lung,Intra cholangio,CNS,Mixed neuroendocrine ca,Adeno anus,Adeno pancreas,Ameloblastoma of mandible,Neuroendocrine colon ca
22,-50.98406487921667,-52.222628216824994,-39.0739513559525,-18.088412424375335,,,,,
23,-37.82432941711783,-52.687089468429996,-33.6994698089025,-25.637749063236665,,,,,
24,-37.0870893352055,-37.94597403063175,-27.91582136631325,-27.62829728439333,,,,,
25,-29.72206001697,-17.4543846040075,-17.0562749597725,-10.583306590626666,,,,,
26,-43.02187109463333,-39.162420165784994,-34.1086380543625,-22.09899667006667,,,,,
27,-35.612609171386005,-37.426219772885,-20.451265536971754,-30.09068095787666,,,,,
28,-32.96591727732666,-29.220736311294246,-33.279244312142495,-12.234726174006667,,,,,
29,-35.51676796073884,-35.5904919689275,-29.4972013420125,4.161496847486667,,,,,
30,-16.119980505725,-36.596824680735,-20.0199800890525,-33.98330679046,,,,,
31,-56.675558311565,-49.446919308434246,-34.197108214118245,-21.789355835663333,,,,,
32,-19.341719663671665,-48.2747075781975,-28.67886620101825,-33.96856378872334,,,,,
33,-36.00334641479717,-57.287467579552505,-43.419981638815,-28.159111943272332,,,,,
34,-23.197486192014335,-37.34880956428575,-28.291813808087497,-46.32470756154433,,,,,
35,-33.74739176415383,-48.130945762222495,-24.609299598945,-25.814688482796665,,,,,
36,-59.167429788423334,-13.042002713773249,-51.127826695187494,-41.635860640593336,,,,,
37,-31.33661579635383,-19.4891672300775,-29.5414370968525,-18.95835572103,,,,,
38,-39.107127159641664,-8.629619473610001,-51.60334654802,-16.554951254096668,,,,,
39,-15.825083573008337,-33.555709342855,-39.27300617806999,-30.20863757108,,,,,
40,-20.543420997186168,-32.94748627528,-43.486333246190746,-22.025274461776664,,,,,
41,-19.481795279235,-29.26497071621,-26.400794347915,-43.39049203553666,,,,,
42,-20.91941253901,-31.919035011087498,-45.244650841545756,-24.797297169761,,,,,
43,-30.481418201288832,-58.9241405613925,-37.42621977288324,-19.518656383376666,,,,,
44,-42.196163102845496,-46.007694326320745,-59.112136782280004,-6.277824512269999,,,,,
45,-44.43000055103334,-22.696161586390748,-34.2634584715625,-20.698242314337666,,,,,
46,-40.412041204670494,-25.106936654235753,-28.225462200715,-22.025274461776664,,,,,
47,-28.358166765387168,-20.49550129181175,-52.36639003280075,-46.05930113205667,,,,,
48,-28.06326983267333,-48.4627037990825,-49.55750532072325,-40.88387575704667,,,,,
49,-39.99918765875166,-43.541626252330005,-29.92848813985675,-17.041529708160997,,,,,
50,-35.78217349027333,-33.86535017725825,-51.43746752959174,-40.47102131117433,,,,,
51,-42.99975479212717,-57.331701984465,-8.18727677439325,-56.55759989845999,,,,,
52,-28.336048662979497,-28.8336866182225,-36.49729726967825,-14.520170427931,,,,,
53,-36.78482000167216,-22.72933874000075,-55.6729118001675,-21.95154865368333,,,,,
54,-37.75797780974283,-26.56667336634575,-38.26667346626175,-45.32206105014666,,,,,
55,-22.143231974932664,-35.67896077875825,-5.765443105315748,-38.554197098210004,,,,,
56,-36.1213048279045,-27.086426274165,-41.71695704960425,-32.435104418350996,,,,,
57,-39.52735400633049,-48.7281102285725,-43.353630031445,-40.72168293902433,,,,,
58,-36.622628083602166,-56.037845640712504,-37.901738275789995,-30.341342585727663,,,,,
59,-39.158733965375,-37.90173962571825,-65.69200451333,-8.990868013696666,,,,,
60,-53.06308191020332,-48.9713994556025,-45.16724063294575,-23.735671451809996,,,,,
61,-24.627731050968833,-24.697768408777502,-19.1574105431475,-18.75192669819,,,,,
62,-27.78311860154717,-35.54625756401675,-8.065632160879,-28.689924802247663,,,,,
63,-33.90221128140217,-48.130945762225,-27.92687996754325,-34.174991011661,,,,,
64,-40.773289744758834,-30.746823280850002,-46.903441025844245,-22.57083032248666,,,,,
65,-30.503533603844996,-57.30958478201,-42.5021177368375,-18.20636903758,,,,,
66,-44.835481696133336,0.84760177934675,-27.1196020778525,-17.719790583519003,,,,,
67,-30.510906904615002,-35.358261343125,-16.768751327828248,-52.88614429054667,,,,,
68,-37.765349310612834,-37.9127982269425,-51.2494713087075,-44.260435332196664,,,,,
69,-29.390301980111662,-47.014027038129996,-27.473478667094252,-54.227921239623335,,,,,
70,-51.861380576691666,-36.57470747828,-13.970925216978998,-23.101644981366665,,,,,
71,-48.13831816304283,-10.498523081255,-27.396067108569248,-32.53831622991667,,,,,
72,-43.01449959376333,-35.9554244595475,-40.10240127022,-50.3205488055,,,,,
73,-22.334913496277164,-32.571493833505,-38.91913093875324,-36.87328971144999,,,,,
74,-16.215821716370495,-49.911380560039994,-35.43567155172575,-47.97612534502333,,,,,
75,-36.556275576278836,-5.157218687812501,-39.07395135595425,-21.804100637302337,,,,,
76,-43.670643266665486,-61.511853248899996,-11.593327302744001,-28.159111943272336,,,,,
77,-28.15173864250167,-32.44984921999075,-29.862136532483248,-64.41657917162667,,,,,
78,-32.01487667171167,-43.49739184741575,-38.631607306807496,-50.15835598747899,,,,,
79,-45.60958468209,-21.656653070897498,-64.22121054991749,-27.761002299041,,,,,
80,-31.10807227091267,-59.1453125859675,-45.89710831403825,-31.41771310531333,,,,,
81,-43.36100243226333,-42.38047312332325,-43.696445319605,-45.631701884546665,,,,,
82,-16.097862403314497,-31.31081194351,-17.4322674015475,-43.92130489451767,,,,,
83,-46.98822363526333,-21.87782509546825,-42.9886961909,-28.424518372757664,,,,,
84,-33.72527366174334,-14.92196492264325,-51.44852613082,-27.244934241704332,,,,,
85,-29.89162523581166,-52.80873408194499,-37.271399355682505,-46.22149395007333,,,,,
86,-41.09030297998117,-43.81809128304825,-45.189357835402504,-39.999187658749996,,,,,
87,-45.79389470256834,-21.535009807305748,-49.23680588508999,-28.85211762026567,,,,,
88,-22.37914880114383,-35.52414036155825,-37.18293054585575,-34.44039564124666,,,,,
89,-43.361002432264506,-20.23009486232575,-28.82262801699325,-28.2475807531,,,,,
90,-43.39786443635833,-48.6728172224275,-34.595217858349244,-38.377259478551,,,,,
91,-44.63642777396884,-17.76402543840825,-28.42451702283425,-42.594272747076666,,,,,
92,-38.045501441688835,-32.52725942858999,-54.67763768958999,-55.76138060999333,,,,,
93,-26.448714053287834,-50.19890419198175,-46.2620421545825,-46.66383799921999,,,,,
94,-35.487278357460504,-30.160718765658252,-7.4684676945282495,-47.283119668027666,,,,,
95,-33.835860573981165,-38.62054870557925,-34.62839231211,-66.23018977312667,,,,,
96,-15.950414386931664,-18.58236192932825,-21.568184261065,-30.267616777629996,,,,,
97,-31.70523673725933,-20.2300935123975,-50.05514237601,-42.977637589669996,,,,,
98,-18.434914362922836,-29.054857292865744,-35.17026512224,-38.02338423923333,,,,,
99,-30.89427264715833,-51.5038191369625,-48.62858281751425,-16.392760235980997,,,,,
100,-50.851361664474496,-5.51109392713,-26.268089783244996,-42.81544477164999,,,,,
101,-46.43529357383,-34.462514643605,-48.927165050688245,-40.087656468580995,,,,,
102,-37.116578038531664,-44.53690036291,-41.55107803117325,-18.84039730792667,,,,,
103,-50.60807243744333,-28.092760335898248,-38.797486325235,-34.80901748210433,,,,,
104,-31.056465465181166,-40.788034546395,-34.3961616863075,-42.44682473069667,,,,,
105,-39.195595069518326,-40.10240127022175,-42.115066693835004,-27.849471108866666,,,,,
106,-41.326219806190004,-25.2064640652925,-40.42310070585074,-27.937938118796666,,,,,
107,-49.833970351438836,-49.037751062975,-32.38349761262,-16.5549512541,,,,,
108,-39.65268392030216,-42.10400674268,-37.6473904475325,-25.97688130081666,,,,,
109,-51.91298738242333,-37.29351655813925,-43.3315128289875,-39.881229245646665,,,,,
110,-29.161758454669336,-33.920641833475,-26.04691910859675,-40.72168293902433,,,,,
111,-49.24417828590882,-40.3567490984775,-39.81487763827575,-41.73907425206,,,,,
112,-33.489356835529996,-26.080093562354996,-36.67423488933825,-30.754195231693334,,,,,
113,-39.320926783396665,-47.72177751676425,-43.9507944977925,-60.863081976816666,,,,,
114,-38.14134175238717,-24.410246126755748,-25.427637439795,-37.90542582612667,,,,,
115,-35.01544470503717,-49.72338433915,-49.889263357577505,-34.174991011661,,,,,
116,-39.188223568649995,-55.06468873258999,-36.585766079505746,-43.670643266666666,,,,,
117,-31.579905023385,-46.40580397055575,-21.93311945154075,-35.67895897885666,,,,,
118,-36.276124345153335,-36.906465515139246,-49.181512878945,-15.390111924681,,,,,
119,-19.6882225021695,-44.4926659579975,-33.0691295388675,-18.20636903758,,,,,
120,-18.604479581763332,-24.952116237035,-20.50655854311425,-16.8645920885,,,,,
121,-29.117524049754994,-50.1325525846125,-47.3789608786775,-43.877070489599994,,,,,
122,-37.08708843525333,-20.805140776288248,-38.85277933138175,-33.48198533466433,,,,,
123,-39.75589843172167,-22.0879385188125,-47.058261443045,-36.78482090162,,,,,
124,-35.4061810485,-59.11213678228,-26.599849170031497,-61.34966043087667,,,,,
125,-20.727731017662666,-37.22716495077075,-32.5825510848075,-31.52092671678233,,,,,
126,-35.140774619013335,-27.91582136631325,-33.334535968355,-41.016578971786664,,,,,
127,-38.78274152360117,-50.674424044815,-24.775178617374998,-23.36704961095333,,,,,
128,-49.29578509164167,-45.66487768823575,-45.189357835402504,-30.031701751324334,,,,,
129,-36.195028836095496,-52.1562766094575,-40.500510914453244,-33.48198533466433,,,,,
130,-30.179148867753828,-46.81497221601249,-20.21903491116925,-42.210907904485666,,,,,
131,-48.86818584413499,-41.761191454518254,-21.678770273353248,-18.73718369645567,,,,,
132,-40.176125278410495,-30.7910590356915,-46.81497221601249,-30.66572642186667,,,,,
133,-35.605235870615,-32.15126698681675,-17.576030567449,-51.44115373000333,,,,,
134,-10.605423793083334,-20.08633169642825,-29.729433317739996,-50.689168846453335,,,,,
135,-31.240775485658833,-49.225747283862496,-31.56516112169675,-37.77272081147999,,,,,
136,-35.42829915090834,-33.26818571090825,-50.298431603042495,4.161496847486667,,,,,
137,-29.596730102995497,-51.4264089283625,-37.625274595,-38.39200428018666,,,,,
138,-8.9318888071455,-34.0312291956875,-61.7109080710125,-31.904291559375665,,,,,
139,-22.998430469948833,-21.9331181016125,-47.124613050415,-21.19956557003667,,,,,
140,-39.402023192406666,-30.45929964890425,-48.3742349892525,-51.54436734147,,,,,
141,-42.498431536428335,-27.4513601147125,-59.5655394326525,-20.27064306683,,,,,
142,-31.23340218488667,-32.195501391730744,-32.571493833505,-39.04077555227099,,,,,
143,-23.256464498615,-29.5746115506125,-32.9253690728225,-60.86308197681666,,,,,
144,-53.33586074050999,-31.4213979557975,-43.4642146938025,-44.112987315812326,,,,,
145,-22.09162516919717,-23.81308166041075,-15.253722959502499,-37.536803985270005,,,,,
146,-16.71714497207167,-23.459205071165,-14.78926170789825,-39.35041458677,,,,,
147,-47.209395659834996,-28.833685268294246,-52.94143729669,-44.52584176168,,,,,
148,-34.35192773136716,-32.52725942859,-26.01374195498575,-52.51752424959333,,,,,
149,-43.25778882079666,-37.824329417117504,-45.4658228661175,-54.87669251170333,,,,,
150,-35.40618194845,-24.85258882597825,-42.61270374912576,-61.51185324889667,,,,,
151,-19.961001332477167,-49.690208535465004,-29.96166394354175,-9.846066508714335,,,,,
152,-31.093327469275504,-25.80362853164,-48.5622312101425,-42.44682473069667,,,,,
153,-33.3713984224255,-40.312514693563244,-43.51950904987425,-43.729622473216665,,,,,
154,-41.65060544223383,-50.05514237601,-45.742287896834995,-53.13680591839667,,,,,
155,-32.302401203607836,-50.05514237601,-58.857788954022496,-23.809395460001,,,,,
156,-25.586144057403832,-59.1121367822775,-35.745312386129996,-45.631701884547674,,,,,
157,-39.90334644810216,-25.427636089866752,-31.47669231186825,-28.689924802247663,,,,,
158,-38.5320798957505,-25.88103874024,-53.992004413412495,-41.31147320464999,,,,,
159,-27.26705054420833,-25.560340654537498,-44.69172078011075,-45.14512343048333,,,,,
160,-39.54209880796717,-16.348525831065746,-41.78330865697575,-37.06497213274667,,,,,
161,-40.124518472678325,-39.81487763827575,-50.29843160304,-25.180662012352332,,,,,
162,-49.111475071164996,-52.797675480719995,-24.65353535378575,-53.50542595935334,,,,,
163,-23.160623287968836,-15.17631275090325,-14.015159621895,-36.652117686876664,,,,,
164,-16.009394493436663,-46.4279211730125,-33.11336394378,-42.903913581480005,,,,,
165,-36.20977363773383,-55.595501591565,-66.8199818386525,-64.16591754377332,,,,,
166,-31.535670618469496,-36.41988706107824,-36.29824244756575,-50.17310078911667,,,,,
167,-56.96308194351,-36.1876564352765,-47.52272269465,-47.592760502431,,,,,
168,-28.041153530167165,-42.07083228892,-36.57470747828175,-41.06081337670333,,,,,
169,-30.606749015215,-32.748430103235,-38.023384239231746,-49.56856392195001,,,,,
170,-46.169887144343335,-37.536804435245,-32.6599612934075,-48.07933895649334,,,,,
171,-40.205614881686664,-45.94134271895,-56.4027794812575,-42.41733512741667,,,,,
172,-42.233025106940495,-41.075556828415,-46.57168298898425,-64.16591754377332,,,,,
173,-37.00599292619666,-36.90646416521,-30.802116286992494,-40.67744853410667,,,,,
174,-66.561947809985,-32.317146005245746,-26.64408357494575,-38.03812904087,,,,,
175,-6.631699751586667,-9.547483375590001,-29.696256164127497,-47.961380543385665,,,,,
176,-16.075746100807663,-40.942854963596744,-60.58293074569,-30.872155444700997,,,,,
177,-28.195973947365502,-17.974140211679,-35.059677760025,-11.969317944619,,,,,
178,-38.31828027199717,-48.75022743103,-45.48794006857675,9.130494999561,,,,,
179,-39.20296747033833,-34.08652085190499,-15.651832603734249,-29.486144090709004,,,,,
180,-59.395974213816665,-27.1970136363815,-31.288694741052502,-24.753060964943334,,,,,
181,-32.65627554297449,-31.321871894665,-7.789165780233249,-22.54134071921,,,,,
182,-25.541909652491,-43.71856387199,-23.459205071164998,-39.866484444009,,,,,
183,-28.564593088371666,-44.747013786254996,-30.6804716734775,-24.797297169761,,,,,
184,-29.913743338218335,-47.976125345025,-27.73888509658,-22.836238551877667,,,,,
185,-30.42243809478617,-28.336049562929247,-36.3314169013225,-34.39616303623233,,,,,
186,-36.777447600851666,-42.944461785985,-52.53226905123,-58.56289292125666,,,,,
187,-52.62811026187666,-41.473667822573255,-55.518091382965,-37.68425380155433,,,,,
188,-30.562514610300997,-28.645689047405,-48.3078833818825,-35.03018950667433,,,,,
189,-29.736804818607165,-43.2983370253025,-34.318751477707494,-49.24417828591,,,,,
190,-24.539262241139998,-30.22707037303075,-22.242760285941497,-16.053627998399,,,,,
191,-37.315633760597166,-47.8544807315075,-44.4152543994675,-27.02376041722667,,,,,
192,-41.06818577752283,-10.365821216438249,-51.61440514925,-37.68425380155433,,,,,
193,-32.317146005245995,-41.960246276635,-22.0437041138975,-49.05249586461,,,,,
194,-44.90183420345716,-29.44190833587,-9.536424774359999,-24.900510781227666,,,,,
195,-47.01771323854166,-17.9299058067665,-20.23009486232575,-53.35797794296667,,,,,
196,-35.354575142719504,-45.2557094427725,-56.104197248085,-52.93037869546,,,,,
197,-45.46950906652783,-40.71062433779575,-64.55296858678,-54.685010090409996,,,,,
198,-27.193326536017167,-33.080188140097505,-51.05041648658925,-50.15835598747899,,,,,
199,-37.101834136844495,-28.56828018873175,-43.696446669533245,-36.976503322919996,,,,,
200,-24.259111010015,-50.696541247270005,-39.49417820264575,-52.723951472526664,,,,,
201,-29.62621790637,-31.078582667636496,-31.310813293439,-18.75192669819,,,,,
202,-36.46043526558217,-35.5351989627875,-23.42602926747825,-15.56704954434,,,,,
203,-24.052682887126664,-43.1766924117875,-24.7751786173775,-25.033213995969998,,,,,
204,-43.55268485356,-22.983686568258246,-30.7247060783925,-26.463459754875668,,,,,
205,-49.78236354570283,-43.154575209330005,-27.982174323609996,-24.38444092398667,,,,,
206,-26.212798127028336,-35.822722594730756,-47.41213668236,-32.685766046203334,,,,,
207,-50.03302517355383,-27.163837832693247,-33.23500990722575,-37.1239513393,,,,,
208,-45.74965939770167,-40.788034546395,-38.26667346626175,-36.28349764592333,,,,,
209,-36.047580819712174,-59.5102464265125,-35.50202315909925,-45.38104025669666,,,,,
210,-30.319224483316663,-30.868469244293248,-45.841815307895,-30.754197031597666,,,,,
211,-37.58841259090716,-26.35655859307575,-18.328014101070746,-51.36742972181,,,,,
212,-39.04814795308883,-45.565350277175,-44.5590162154425,-42.00448068155334,,,,,
213,-24.69408265834117,-44.9018342034575,-48.042476952396754,-47.283119668027666,,,,,
214,-27.58406377942883,-46.405803970555745,-19.378581217791755,-51.69181535785333,,,,,
215,-18.516010771932162,-21.35807083772075,-34.794271330537505,-45.80863950420667,,,,,
216,-43.810717982278334,-23.17168278914675,-41.97130487786325,-20.00523483744,,,,,
217,-53.866673599487825,-41.119792583255006,-34.89380009152675,-25.593514658320004,,,,,
218,-41.038696174247825,-14.844556063971499,-40.987089368515,-55.23056775102,,,,,
219,-32.61204113806,-49.402684903517496,-17.13368516837575,-30.341342585727663,,,,,
220,-42.439452329876666,-19.37858121779175,-9.1825495350425,-36.79956570326,,,,,
221,-50.40164521450999,-29.718374716513246,-27.19701363637675,-54.56705167729999,,,,,
222,-22.216955983123327,-39.18453736824,-40.832268951310745,-43.478960845370004,,,,,
223,-36.73321409588783,-31.288694741054996,-48.3852935904825,-34.44039564124666,,,,,
224,-33.54096454121834,-43.76279827690675,-5.07980982914075,-21.052117553655332,,,,,
225,-30.967995755398334,-44.094556313765,-35.789546791046746,-10.583306590623335,,,,,
226,-37.8243294171155,-19.046823180929998,-51.337940118535,-52.576503456143335,,,,,
227,-45.44001946325216,-50.862420265699996,-20.473382739429248,-19.223760350615667,,,,,
228,-52.79030307989666,-39.90334644810575,-50.973006277987494,-29.058544843201002,,,,,
229,-41.23037769559,-19.931512629150753,-33.6994711588275,-32.68576604620233,,,,,
230,-41.466294521801665,-44.0613805100775,-41.551078031172494,-38.90807233752767,,,,,
231,-32.7373728519355,-47.976125345025,-30.51459400497575,-47.62225010570333,,,,,
232,-42.9407755855745,-56.259017665285,-39.228771773154996,-18.633970084987666,,,,,
233,-25.22489461736666,-38.222439061348254,-26.0690363110575,-34.941720696846666,,,,,
234,-37.448336975342166,-31.410339354567498,-47.378960878675,-50.453252020239994,,,,,
235,-45.646446686187154,-21.159017365533998,-17.078392162232497,-34.80901748210433,,,,,
236,-40.8617585545855,-25.44975464225,-36.596824680735,-40.028677262030996,,,,,
237,-24.104291492765494,-49.40268490352175,-48.33000058434,-28.99956383674667,,,,,
238,-39.099753858869995,-32.748430103235,-17.874611450692502,-18.840395508022333,,,,,
239,-46.79654121396616,-13.14153012483075,-46.737562007413246,-49.99616316945667,,,,,
240,-39.26931997766167,-52.7534410758025,-38.33302507363575,-41.532647029129,,,,,
241,-34.97120940017167,-24.288600163315746,-20.572910150485747,-26.463457954973325,,,,,
242,-35.3766923451745,-44.061380510079246,-59.4328362179125,-25.814688482796665,,,,,
243,-18.427541962101163,-43.762798276905,-38.93018953998575,-32.19918759214,,,,,
244,-48.89767544741,-34.90485869274925,-43.19880961424325,-33.86535017725766,,,,,
245,-10.059866132467166,-51.846635775053244,-25.748335525497502,-12.116765960997668,,,,,
246,-38.64266500808667,-49.73444294038,-32.12914978436,-27.761002299041,,,,,
247,-47.017713238540004,-24.399186175603248,-40.423100705850004,-32.302401203611,,,,,
248,-20.59502690296883,-43.840208485504995,-27.91582136631325,-30.120170561154335,,,,,
249,-43.604291659295505,-38.29984926995,-17.631322223663247,-29.176503256306663,,,,,
250,-26.301266036906668,-17.80826119325,-38.8748951839125,-45.189357835403335,,,,,
251,-47.06932004427333,-37.81327081589075,-29.674140311597498,-32.376125211799,,,,,
252,-18.324328350637163,-31.86374335487175,-35.65684357629825,-18.825650706383332,,,,,
253,-26.861569399108834,-27.7388837466575,-20.517617144343248,-1.4710173783099993,,,,,
254,-44.805992992808335,-61.7109080710125,-27.727825145427502,-28.247580753104334,,,,,
255,-10.92243702830333,-57.13264716235,-39.5052368038725,-35.82640879514,,,,,
256,-47.939262440975,-56.469131088632494,-38.67584171172325,-40.780662145577665,,,,,
257,-38.7901139244195,-38.34408367486325,-10.29946960906425,-36.43094566230666,,,,,
258,-33.93907418544933,-26.64408357494575,-17.078392162232497,-30.341342585727663,,,,,
259,-37.890681024487826,-16.42593468973925,-57.30958478200999,-33.48198533466433,,,,,
260,-14.144177086203333,-45.587467479634995,-36.729527895477496,-40.249849286602334,,,,,
261,-32.64890314215283,-34.36298723254825,-19.44493282516325,-48.61015181546666,,,,,
262,-34.03491449614666,-17.653439426120748,-41.971304877863254,-16.554953054001,,,,,
263,-33.776881367428835,-33.080188140097505,-23.381794862565748,-57.54550160822333,,,,,
264,-33.644177252733336,-18.40542430967,-12.75447908182575,-17.74928018679567,,,,,
265,-26.74361098600433,-53.89247700235249,-32.96960212781,-29.338696074327668,,,,,
266,-30.916388949663332,-42.65693815404075,-21.57924286229425,-32.995406880604335,,,,,
267,-44.34153084125166,-42.889168779840745,-41.8717761168775,-64.47555837817666,,,,,
268,-41.94550057504333,-2.55844739908075,-26.5224376115025,-52.01620099389,,,,,
269,-32.3687528109805,-17.60920502120825,-33.334535968355,-37.536803985270005,,,,,
270,-35.58311866815883,-42.21459410489325,-9.182549535042499,-31.447200908689997,,,,,
271,-32.83321316263333,-52.04569059716749,-32.748430103237496,-25.180662012354333,,,,,
272,-42.90391358148116,-31.23340173491,-20.207977659868245,-39.881229245646665,,,,,
273,-55.98992503539,-28.10381893713,-3.58689731334575,-64.79994401422,,,,,
274,-26.83207889588384,-31.830567551185748,-36.29824244756325,-29.810529726751,,,,,
275,-34.49200424688333,-40.3456904972475,-47.3679022774475,-52.871399488909994,,,,,
276,-39.733781229265496,-60.3507001198875,-18.77035815021675,-44.09824251417666,,,,,
277,-32.87007516672883,-38.487845490835,-24.4876549854325,-40.83964135213233,,,,,
278,-9.831321707077166,-30.95693805412175,-13.495405364145752,-22.526597717474335,,,,,
279,-38.539451396618325,-35.2919083858275,-39.449943797730754,-38.48047309001767,,,,,
280,-8.423193150628334,-49.4137435047475,-49.457977909665004,-19.96100043252333,,,,,
281,-18.619224383401,-30.6583544710225,-42.74540696386924,-37.53680578517433,,,,,
282,-21.428109995428333,-38.554197098207496,-38.399376681004995,-47.120926850009994,,,,,
283,-46.29521795826833,-54.5559930760725,-60.903630181325,-44.245690530560005,,,,,
284,-29.537749996492835,-29.685198912825,-22.2759347397,-56.97045434432667,,,,,
285,-35.42829915090834,-42.44682473069675,-28.900036875665748,-1.3678055667443338,,,,,
286,-44.658544076475,-23.470263672394246,-31.476692311868252,-16.024138395123334,,,,,
287,-34.897486291931166,-48.617524216285,-33.73264696251425,-42.903913581479,,,,,
288,-44.6216829723305,-12.898242247727499,-48.827637639627504,-3.5500362092023323,,,,,
289,-42.23302510694166,-38.17820465643325,-22.220641733555,-30.872155444702333,,,,,
290,-42.21828030530333,-50.9287718730775,-41.119792583255,-23.60296643716333,,,,,
291,-19.93888323006834,-43.78491547936075,-38.056560042919244,-65.10958484862333,,,,,
292,-24.561379443597165,-28.44663557521575,-31.609395526611753,-50.51223122679334,,,,,
293,-29.124894650671663,-30.03907415214425,-52.322155627884996,-51.72130496112666,,,,,
294,-52.340586629933334,-15.69606700864825,-21.092664408235002,-24.369696122349996,,,,,
295,-24.28122821247267,-53.17366792249,-25.6709253168975,-32.744745252754335,,,,,
296,-35.85589839841666,-44.017146105165,-25.99162475252825,-24.649849153378998,,,,,
297,-23.175368089606664,-28.092760335898248,-36.70741069302325,-55.54020858542333,,,,,
298,-40.19086918009883,-51.63652235171,-32.2839702015575,-48.56591741055333,,,,,
299,-33.32716401751167,-37.2492821532275,-5.51109392713,-38.96705154407767,,,,,
300,-44.76913098871383,-31.47669231186825,-42.778582767555,-51.26421611034334,,,,,
301,-29.8105288267995,-39.4057093928125,-45.42158846120175,-50.68916884645333,,,,,
302,-36.00334641479717,-28.767333660919995,-48.8608134433125,-41.93075667335766,,,,,
303,-18.6192243834,-37.735859257360005,-30.8131748882225,-58.62187212780666,,,,,
304,-47.541153696696675,-38.29984926995,-46.969792633215754,-25.357597832110002,,,,,
305,-42.34361111922717,-21.0152541996325,-32.92536907282,-35.192382324696666,,,,,
306,-62.116390116063336,-37.116578938480004,-50.265255799354996,-26.330754740233335,,,,,
307,-44.71015178216167,-22.718277438919998,-47.732836117992505,-38.76062432114333,,,,,
308,-43.3167680273505,-23.414972016177497,-15.17631275090325,-53.03359230693,,,,,
309,-46.2657283549905,-51.736049762765745,-14.6565598430825,-42.00448068155334,,,,,
310,-27.067995722093332,-50.77395145587249,-27.8937041638575,3.158848536183333,,,,,
311,-30.15703166529883,-31.46563371063825,-30.835292090680003,-27.510338871286667,,,,,
312,-41.56213663240167,-37.59209879131425,-52.886144290545,-31.742098741353335,,,,,
313,-45.76440509929117,-41.08661677957,-36.585766079506755,-30.031701751324334,,,,,
314,-40.131890873495,-46.02981152878,-38.29984926995,-62.47026535538,,,,,
315,-50.460624421060004,-12.75447908182575,-46.15145614229575,-32.361380410161,,,,,
316,-36.408828459849495,-29.3755580784225,-28.53510303512,-47.75495332045,,,,,
317,-41.23037859554217,-38.89701373629575,-23.016861022017498,-40.04342026376333,,,,,
318,-53.04833710856667,-12.068845805650751,-27.63935768552425,-5.629051440283334,,,,,
319,-23.846257464094332,-39.9475795030925,-37.97914983431675,-34.29294762486333,,,,,
320,-27.679905890031662,-41.2303785955425,-25.294932875121752,-30.252873775895665,,,,,
321,-30.363459788184333,-41.21931999431575,-49.81185314898249,-38.81960352769433,,,,,
322,-48.83132384003999,-45.476881467347496,-52.941437296687496,-32.228675395513335,,,,,
323,-34.66156946572,-48.21941457205425,-53.51648456058,-22.526597717474335,,,,,
324,-32.457221620809996,-28.877919673208247,-20.34067952468425,-36.75533129834667,,,,,
325,-41.15665458735116,-13.318467744487497,-19.4117570214775,-41.31147320464999,,,,,
326,-29.264971166187664,-29.563552949384253,-33.467240533026754,-41.960246276633335,,,,,
